# Timestamp: 2024-02-06 16:14:40.811080
# Target Ontology: http://www.ebi.ac.uk/efo/releases/v3.62.0/efo.owl
# text2term version: 4.1.3
# Minimum Score: 0.60
# Mapper: tfidf
# Base IRIs: "('http://www.ebi.ac.uk/efo/', 'http://purl.obolibrary.org/obo/MONDO', 'http://purl.obolibrary.org/obo/HP', 'http://www.orpha.net/ORDO', 'http://purl.obolibrary.org/obo/DOID')"
# Max Mappings: 1
# Term Type: OntologyTermType.CLASS
# Deprecated Terms Excluded
# Unmapped Terms Excluded
# Of 89981 entries, 46026 were mapped to 8252 unique terms
Source Term ID,Source Term,Mapped Term Label,Mapped Term CURIE,Mapped Term IRI,Mapping Score
GCST90249523,Small glutamine-rich tetratricopeptide repeat-containing protein alpha levels,small glutamine-rich tetratricopeptide repeat-containing protein alpha measurement,EFO:0020744,http://www.ebi.ac.uk/efo/EFO_0020744,0.856,None
GCST90249524,Small glutamine-rich tetratricopeptide repeat-containing protein beta levels,small glutamine-rich tetratricopeptide repeat-containing protein alpha measurement,EFO:0020744,http://www.ebi.ac.uk/efo/EFO_0020744,0.793,None
GCST90249525,SH2 domain-containing protein 1A levels,sh2 domain-containing protein 1a measurement,EFO:0020737,http://www.ebi.ac.uk/efo/EFO_0020737,0.858,None
GCST90249526,SH2 domain-containing protein 1B levels,sh2 domain-containing protein 1a measurement,EFO:0020737,http://www.ebi.ac.uk/efo/EFO_0020737,0.726,None
GCST90249527,SH2 domain-containing protein 3C levels,sh2 domain-containing protein 1a measurement,EFO:0020737,http://www.ebi.ac.uk/efo/EFO_0020737,0.691,None
GCST90249478,Secreted and transmembrane protein 1 levels,secreted and transmembrane protein 1 measurement,EFO:0021852,http://www.ebi.ac.uk/efo/EFO_0021852,0.884,None
GCST90249479,Selenoprotein H levels,selenoprotein S measurement,EFO:0802046,http://www.ebi.ac.uk/efo/EFO_0802046,0.712,None
GCST90249480,Selenoprotein M levels,selenoprotein S measurement,EFO:0802046,http://www.ebi.ac.uk/efo/EFO_0802046,0.716,None
GCST90249481,Selenoprotein S levels,selenoprotein S measurement,EFO:0802046,http://www.ebi.ac.uk/efo/EFO_0802046,0.754,None
GCST90249482,Selenoprotein W levels,selenoprotein S measurement,EFO:0802046,http://www.ebi.ac.uk/efo/EFO_0802046,0.754,None
GCST90249483,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-related levels,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-related measurement,EFO:0803114,http://www.ebi.ac.uk/efo/EFO_0803114,0.768,None
GCST90249484,Semaphorin-3A levels,semaphorin-3A measurement,EFO:0008278,http://www.ebi.ac.uk/efo/EFO_0008278,0.65,None
GCST90249485,Semaphorin-3C levels,semaphorin-3C measurement,EFO:0802048,http://www.ebi.ac.uk/efo/EFO_0802048,0.626,None
GCST90249486,Semaphorin-3E levels,semaphorin-3E measurement,EFO:0008279,http://www.ebi.ac.uk/efo/EFO_0008279,0.637,None
GCST90249487,Semaphorin-3G levels,semaphorin-3G measurement,EFO:0802049,http://www.ebi.ac.uk/efo/EFO_0802049,0.639,None
GCST90249488,Semaphorin-4A levels,semaphorin-3B measurement,EFO:0802047,http://www.ebi.ac.uk/efo/EFO_0802047,0.523,None
GCST90249489,Semaphorin-4C levels,semaphorin-4C measurement,EFO:0803050,http://www.ebi.ac.uk/efo/EFO_0803050,0.626,None
GCST90249490,Semaphorin-4D levels,semaphorin-4D measurement,EFO:0802050,http://www.ebi.ac.uk/efo/EFO_0802050,0.625,None
GCST90249491,Semaphorin-4F levels,semaphorin-3B measurement,EFO:0802047,http://www.ebi.ac.uk/efo/EFO_0802047,0.479,None
GCST90249492,Semaphorin-5A levels,semaphorin-5A measurement,EFO:0021864,http://www.ebi.ac.uk/efo/EFO_0021864,0.629,None
GCST90249493,Semaphorin-6A levels,semaphorin-6A measurement,EFO:0020721,http://www.ebi.ac.uk/efo/EFO_0020721,0.61,None
GCST90249494,Semaphorin-6B levels,semaphorin-6B measurement,EFO:0021885,http://www.ebi.ac.uk/efo/EFO_0021885,0.613,None
GCST90249495,Semaphorin-6C levels,semaphorin-6C measurement,EFO:0803051,http://www.ebi.ac.uk/efo/EFO_0803051,0.61,None
GCST90249496,Semaphorin-7A levels,semaphorin-7A measurement,EFO:0803052,http://www.ebi.ac.uk/efo/EFO_0803052,0.62,None
GCST90249497,Semenogelin-1 levels,semenogelin-1 measurement,EFO:0802051,http://www.ebi.ac.uk/efo/EFO_0802051,0.72,None
GCST90249498,Sentrin-specific protease 7 levels,sentrin-specific protease 7 measurement,EFO:0803053,http://www.ebi.ac.uk/efo/EFO_0803053,0.793,None
GCST90249499,Septin-10 levels,septin-10 measurement,EFO:0802053,http://www.ebi.ac.uk/efo/EFO_0802053,0.529,None
GCST90249500,Septin-11 levels,leptin receptor measurement,EFO:0004635,http://www.ebi.ac.uk/efo/EFO_0004635,0.459,None
GCST90249501,Septin-6 levels,leptin receptor measurement,EFO:0004635,http://www.ebi.ac.uk/efo/EFO_0004635,0.49,None
GCST90249502,Small EDRK-rich factor 2 levels,small EDRK-rich factor 1 measurement,EFO:0803082,http://www.ebi.ac.uk/efo/EFO_0803082,0.708,None
GCST90249601,Sorting nexin-7 levels,sorting nexin-1 measurement,EFO:0803092,http://www.ebi.ac.uk/efo/EFO_0803092,0.702,None
GCST90249602,Sorting nexin-8 levels,sorting nexin-1 measurement,EFO:0803092,http://www.ebi.ac.uk/efo/EFO_0803092,0.702,None
GCST90249603,Suppressor of cytokine signaling 3 levels,suppressor of cytokine signaling 3 measurement,EFO:0802104,http://www.ebi.ac.uk/efo/EFO_0802104,0.911,None
GCST90249604,Suppressor of cytokine signaling 7 levels,suppressor of cytokine signaling 7 measurement,EFO:0803109,http://www.ebi.ac.uk/efo/EFO_0803109,0.914,None
GCST90249605,Sorcin levels,sodium measurement,EFO:0009282,http://www.ebi.ac.uk/efo/EFO_0009282,0.311,None
GCST90249606,Sclerostin domain-containing protein 1 levels,CUB domain containing protein 1 measurement,EFO:0010776,http://www.ebi.ac.uk/efo/EFO_0010776,0.633,None
GCST90249607,Sclerostin levels,sclerostin measurement,EFO:0010606,http://www.ebi.ac.uk/efo/EFO_0010606,0.775,None
GCST90249608,Serpin A11 levels,vaspin measurement,EFO:0004915,http://www.ebi.ac.uk/efo/EFO_0004915,0.576,None
GCST90249609,Serpin A12 levels,vaspin measurement,EFO:0004915,http://www.ebi.ac.uk/efo/EFO_0004915,0.852,None
GCST90249610,Secretory phospholipase A2 receptor levels,secretory phospholipase A2 receptor measurement,EFO:0802043,http://www.ebi.ac.uk/efo/EFO_0802043,0.922,None
GCST90249611,Serpin A9 levels,serpin A9 measurement,EFO:0802062,http://www.ebi.ac.uk/efo/EFO_0802062,0.855,None
GCST90249612,Serum paraoxonase/arylesterase 1 levels,paraoxonase-1 measurement,EFO:0801085,http://www.ebi.ac.uk/efo/EFO_0801085,0.575,None
GCST90249613,SPARC-like protein 1 levels,SPARC-like protein 1 measurement,EFO:0008289,http://www.ebi.ac.uk/efo/EFO_0008289,0.628,None
GCST90249614,Sodium/potassium-transporting ATPase subunit beta-1 levels,potassium-transporting ATPase subunit beta measurement,EFO:0801903,http://www.ebi.ac.uk/efo/EFO_0801903,0.767,None
GCST90249615,Sodium/potassium-transporting ATPase subunit beta-2 levels,potassium-transporting ATPase subunit beta measurement,EFO:0801903,http://www.ebi.ac.uk/efo/EFO_0801903,0.766,None
GCST90249616,Sodium/potassium-transporting ATPase subunit beta-3 levels,potassium-transporting ATPase subunit beta measurement,EFO:0801903,http://www.ebi.ac.uk/efo/EFO_0801903,0.766,None
GCST90249617,Spermatogenesis-associated protein 9 levels,spermatogenesis-associated protein 9 measurement,EFO:0803099,http://www.ebi.ac.uk/efo/EFO_0803099,0.806,None
GCST90249618,Serpin B13 levels,vaspin measurement,EFO:0004915,http://www.ebi.ac.uk/efo/EFO_0004915,0.41,None
GCST90249619,Serpin B5 levels,cytochrome b5 measurement,EFO:0802448,http://www.ebi.ac.uk/efo/EFO_0802448,0.426,None
GCST90249620,Serpin B8 levels,peeling skin syndrome 5,MONDO:0014923,http://purl.obolibrary.org/obo/MONDO_0014923,0.492,None
GCST90249621,SAM pointed domain-containing Ets transcription factor levels,"POU domain, class 2, transcription factor 1 measurement",EFO:0802892,http://www.ebi.ac.uk/efo/EFO_0802892,0.488,None
GCST90249622,Serine protease 27 levels,serine protease 27 measurement,EFO:0008280,http://www.ebi.ac.uk/efo/EFO_0008280,0.85,None
GCST90249623,Serine protease 57 levels,serine protease 27 measurement,EFO:0008280,http://www.ebi.ac.uk/efo/EFO_0008280,0.573,None
GCST90249624,Sperm flagellar protein 1 levels,flagellin,EFO:0003241,http://www.ebi.ac.uk/efo/EFO_0003241,0.622,None
GCST90249625,Acrosomal protein SP-10 levels,Large for gestational age,HP:0001520,http://purl.obolibrary.org/obo/HP_0001520,0.449,None
GCST90249576,S-methyl-5-thioadenosine phosphorylase levels,s-methyl-5'-thioadenosine phosphorylase measurement,EFO:0803041,http://www.ebi.ac.uk/efo/EFO_0803041,0.667,None
GCST90249577,Stromal membrane-associated protein 1 levels,stromal membrane-associated protein 1 measurement,EFO:0802094,http://www.ebi.ac.uk/efo/EFO_0802094,0.798,None
GCST90249578,Structural maintenance of chromosomes protein 3 levels,structural maintenance of chromosomes protein 3 measurement,EFO:0802096,http://www.ebi.ac.uk/efo/EFO_0802096,0.896,None
GCST90249579,Small nuclear ribonucleoprotein Sm D2 levels,U1 small nuclear ribonucleoprotein A measurement,EFO:0802176,http://www.ebi.ac.uk/efo/EFO_0802176,0.773,None
GCST90249580,Small nuclear ribonucleoprotein Sm D3 levels,U1 small nuclear ribonucleoprotein A measurement,EFO:0802176,http://www.ebi.ac.uk/efo/EFO_0802176,0.774,None
GCST90249581,SAYSvFN domain-containing protein 1 levels,SAYSvFN domain-containing protein 1 measurement,EFO:0803043,http://www.ebi.ac.uk/efo/EFO_0803043,0.894,None
GCST90249582,SPARC-related modular calcium-binding protein 1 levels,sPARC-related modular calcium-binding protein 1 measurement,EFO:0021868,http://www.ebi.ac.uk/efo/EFO_0021868,0.742,None
GCST90249583,SPARC-related modular calcium-binding protein 2 levels,sPARC-related modular calcium-binding protein 1 measurement,EFO:0021868,http://www.ebi.ac.uk/efo/EFO_0021868,0.727,None
GCST90249584,SWI/SNF complex subunit SMARCC1 levels,cytochrome b-c1 complex subunit 7 measurement,EFO:0802447,http://www.ebi.ac.uk/efo/EFO_0802447,0.398,None
GCST90249585,Smoothelin levels,smooth muscle,EFO:0000889,http://www.ebi.ac.uk/efo/EFO_0000889,0.6,None
GCST90249586,E3 ubiquitin-protein ligase SMURF1 levels,e3 ubiquitin-protein ligase parkin measurement,EFO:0802506,http://www.ebi.ac.uk/efo/EFO_0802506,0.626,None
GCST90249587,E3 ubiquitin-protein ligase SMURF2 levels,e3 ubiquitin-protein ligase parkin measurement,EFO:0802506,http://www.ebi.ac.uk/efo/EFO_0802506,0.619,None
GCST90249588,Alpha-soluble NSF attachment protein levels,alpha-soluble NSF attachment protein measurement,EFO:0020140,http://www.ebi.ac.uk/efo/EFO_0020140,0.851,None
GCST90249589,Synaptogyrin-3 levels,synaptopathy,MONDO:0021017,http://purl.obolibrary.org/obo/MONDO_0021017,0.573,None
GCST90249590,Stannin levels,stanniocalcin-1 measurement,EFO:0020753,http://www.ebi.ac.uk/efo/EFO_0020753,0.467,None
GCST90249591,Stanniocalcin-1 levels,stanniocalcin-1 measurement,EFO:0020753,http://www.ebi.ac.uk/efo/EFO_0020753,0.758,None
GCST90249592,Synaptosomal-associated protein 25 levels,synaptosomal-associated protein 25 measurement,EFO:0021858,http://www.ebi.ac.uk/efo/EFO_0021858,0.803,None
GCST90249593,Synaptosomal-associated protein 29 levels,synaptosomal-associated protein 29 measurement,EFO:0803116,http://www.ebi.ac.uk/efo/EFO_0803116,0.807,None
GCST90249594,Syntaphilin levels,paraphilic disorder,MONDO:0000596,http://purl.obolibrary.org/obo/MONDO_0000596,0.335,None
GCST90249595,Small nuclear ribonucleoprotein F levels,U1 small nuclear ribonucleoprotein A measurement,EFO:0802176,http://www.ebi.ac.uk/efo/EFO_0802176,0.822,None
GCST90249596,Sorting nexin-1 levels,sorting nexin-1 measurement,EFO:0803092,http://www.ebi.ac.uk/efo/EFO_0803092,0.721,None
GCST90249597,Sorting nexin-17 levels,sorting nexin-17 measurement,EFO:0803093,http://www.ebi.ac.uk/efo/EFO_0803093,0.71,None
GCST90249598,Sorting nexin-3 levels,sorting nexin-1 measurement,EFO:0803092,http://www.ebi.ac.uk/efo/EFO_0803092,0.718,None
GCST90249599,Sorting nexin-4 levels,sorting nexin-1 measurement,EFO:0803092,http://www.ebi.ac.uk/efo/EFO_0803092,0.712,None
GCST90249600,Sorting nexin-5 levels,sorting nexin-1 measurement,EFO:0803092,http://www.ebi.ac.uk/efo/EFO_0803092,0.71,None
GCST90248294,Lipase member K levels,lipase member K measurement,EFO:0802711,http://www.ebi.ac.uk/efo/EFO_0802711,0.859,None
GCST90248295,Lipase member N levels,lipase member N measurement,EFO:0801770,http://www.ebi.ac.uk/efo/EFO_0801770,0.848,None
GCST90248296,Leukocyte immunoglobulin-like receptor subfamily A member 2 levels,leukocyte immunoglobulin-like receptor subfamily A member 4 measurement,EFO:0801765,http://www.ebi.ac.uk/efo/EFO_0801765,0.902,None
GCST90248297,Leukocyte immunoglobulin-like receptor subfamily A member 3 levels,leukocyte immunoglobulin-like receptor subfamily A member 4 measurement,EFO:0801765,http://www.ebi.ac.uk/efo/EFO_0801765,0.901,None
GCST90248298,Leukocyte immunoglobulin-like receptor subfamily A member 4 levels,leukocyte immunoglobulin-like receptor subfamily A member 4 measurement,EFO:0801765,http://www.ebi.ac.uk/efo/EFO_0801765,0.916,None
GCST90248299,Leukocyte immunoglobulin-like receptor subfamily A member 5 levels,leukocyte immunoglobulin-like receptor subfamily A member 5 measurement,EFO:0801766,http://www.ebi.ac.uk/efo/EFO_0801766,0.916,None
GCST90248300,Leukocyte immunoglobulin-like receptor subfamily A member 6 levels,leukocyte immunoglobulin-like receptor subfamily A member 6 measurement,EFO:0801767,http://www.ebi.ac.uk/efo/EFO_0801767,0.916,None
GCST90248301,Leukocyte immunoglobulin-like receptor subfamily B member 1 levels,leukocyte immunoglobulin-like receptor subfamily B member 3 measurement,EFO:0802705,http://www.ebi.ac.uk/efo/EFO_0802705,0.903,None
GCST90248302,Leukocyte immunoglobulin-like receptor subfamily B member 2 levels,leukocyte immunoglobulin-like receptor subfamily B member 3 measurement,EFO:0802705,http://www.ebi.ac.uk/efo/EFO_0802705,0.903,None
GCST90248303,Leukocyte immunoglobulin-like receptor subfamily B member 3 levels,leukocyte immunoglobulin-like receptor subfamily B member 3 measurement,EFO:0802705,http://www.ebi.ac.uk/efo/EFO_0802705,0.915,None
GCST90248304,Leukocyte immunoglobulin-like receptor subfamily B member 4 levels,leukocyte immunoglobulin-like receptor subfamily B member 4 measurement,EFO:0801768,http://www.ebi.ac.uk/efo/EFO_0801768,0.916,None
GCST90248305,Leukocyte immunoglobulin-like receptor subfamily B member 5 levels,leukocyte immunoglobulin-like receptor subfamily B member 5 measurement,EFO:0801769,http://www.ebi.ac.uk/efo/EFO_0801769,0.916,None
GCST90248306,Lithostathine-1-alpha levels,lithostathine-1-alpha measurement,EFO:0801083,http://www.ebi.ac.uk/efo/EFO_0801083,0.653,None
GCST90248307,Lithostathine-1-beta levels,lithostathine-1-alpha measurement,EFO:0801083,http://www.ebi.ac.uk/efo/EFO_0801083,0.489,None
GCST90248308,Liver carboxylesterase 1 levels,palmitoleoyl-protein carboxylesterase NOTUM measurement,EFO:0802842,http://www.ebi.ac.uk/efo/EFO_0802842,0.494,None
GCST90248309,Antibacterial protein LL-37 levels,Luscan-Lumish syndrome,MONDO:0014791,http://purl.obolibrary.org/obo/MONDO_0014791,0.369,None
GCST90248310,Lethal(3)malignant brain tumor-like protein 2 levels,brain cancer,MONDO:0001657,http://purl.obolibrary.org/obo/MONDO_0001657,0.751,None
GCST90248311,Leiomodin-1 levels,leiomodin-1 measurement,EFO:0802687,http://www.ebi.ac.uk/efo/EFO_0802687,0.673,None
GCST90248312,Low molecular weight phosphotyrosine protein phosphatase levels,low molecular weight phosphotyrosine protein phosphatase measurement,EFO:0008213,http://www.ebi.ac.uk/efo/EFO_0008213,0.951,None
GCST90248313,E3 ubiquitin-protein ligase LNX levels,e3 ubiquitin-protein ligase parkin measurement,EFO:0802506,http://www.ebi.ac.uk/efo/EFO_0802506,0.64,None
GCST90248314,"Lon protease homolog, mitochondrial levels","lon protease homolog, mitochondrial measurement",EFO:0801771,http://www.ebi.ac.uk/efo/EFO_0801771,0.798,None
GCST90248315,Lactase-phlorizin hydrolase levels,lactase-phlorizin hydrolase measurement,EFO:0801753,http://www.ebi.ac.uk/efo/EFO_0801753,0.835,None
GCST90248316,Leucine-rich repeat-containing protein 15 levels,leucine-rich repeat-containing protein 15 measurement,EFO:0801761,http://www.ebi.ac.uk/efo/EFO_0801761,0.766,None
GCST90248317,Leucine-rich repeat-containing protein 24 levels,leucine-rich repeat-containing protein 3 measurement,EFO:0802698,http://www.ebi.ac.uk/efo/EFO_0802698,0.708,None
GCST90248318,Leucine-rich repeat-containing protein 25 levels,leucine-rich repeat-containing protein 3 measurement,EFO:0802698,http://www.ebi.ac.uk/efo/EFO_0802698,0.707,None
GCST90246802,Cadherin-11 levels,cadherin-1 measurement,EFO:0020209,http://www.ebi.ac.uk/efo/EFO_0020209,0.604,None
GCST90246803,Cadherin-15 levels,cadherin-15 measurement,EFO:0020211,http://www.ebi.ac.uk/efo/EFO_0020211,0.642,None
GCST90246804,Cadherin-17 levels,cadherin-1 measurement,EFO:0020209,http://www.ebi.ac.uk/efo/EFO_0020209,0.599,None
GCST90246805,Cadherin-3 levels,cadherin-1 measurement,EFO:0020209,http://www.ebi.ac.uk/efo/EFO_0020209,0.647,None
GCST90246806,Cadherin-5 levels,cadherin-1 measurement,EFO:0020209,http://www.ebi.ac.uk/efo/EFO_0020209,0.636,None
GCST90246807,Cadherin-6 levels,cadherin-1 measurement,EFO:0020209,http://www.ebi.ac.uk/efo/EFO_0020209,0.633,None
GCST90246808,Cadherin-7 levels,cadherin-1 measurement,EFO:0020209,http://www.ebi.ac.uk/efo/EFO_0020209,0.626,None
GCST90246809,Cadherin-8 levels,cadherin-1 measurement,EFO:0020209,http://www.ebi.ac.uk/efo/EFO_0020209,0.627,None
GCST90246810,Carbonic anhydrase-related protein levels,carbonic anhydrase 2,EFO:0010161,http://www.ebi.ac.uk/efo/EFO_0010161,0.807,None
GCST90246811,Carbonic anhydrase-related protein 10 levels,carbonic anhydrase-related protein 10 measurement,EFO:0020233,http://www.ebi.ac.uk/efo/EFO_0020233,0.846,None
GCST90246812,Carbonic anhydrase-related protein 11 levels,carbonic anhydrase 2,EFO:0010161,http://www.ebi.ac.uk/efo/EFO_0010161,0.777,None
GCST90246813,Calbindin levels,calbindin measurement,EFO:0801441,http://www.ebi.ac.uk/efo/EFO_0801441,0.805,None
GCST90246814,Calcitonin gene-related peptide 2 levels,procalcitonin measurement,EFO:0802910,http://www.ebi.ac.uk/efo/EFO_0802910,0.464,None
GCST90246815,Calcineurin levels,calcineurin measurement,EFO:0008061,http://www.ebi.ac.uk/efo/EFO_0008061,0.781,None
GCST90246816,Calnexin levels,calnexin measurement,EFO:0801444,http://www.ebi.ac.uk/efo/EFO_0801444,0.851,None
GCST90246817,Calpain I levels,calpain I measurement,EFO:0008064,http://www.ebi.ac.uk/efo/EFO_0008064,0.799,None
GCST90246818,Calpastatin levels,calpastatin measurement,EFO:0008065,http://www.ebi.ac.uk/efo/EFO_0008065,0.809,None
GCST90246819,Calponin-1 levels,Alport syndrome,MONDO:0018965,http://purl.obolibrary.org/obo/MONDO_0018965,0.406,None
GCST90246820,Calponin-2 levels,Alport syndrome,MONDO:0018965,http://purl.obolibrary.org/obo/MONDO_0018965,0.405,None
GCST90246821,Calsequestrin-1 levels,myopathy due to calsequestrin and SERCA1 protein overload,MONDO:0014546,http://purl.obolibrary.org/obo/MONDO_0014546,0.522,None
GCST90246822,Calsyntenin-1 levels,calsyntenin-3 measurement,EFO:0802363,http://www.ebi.ac.uk/efo/EFO_0802363,0.666,None
GCST90246823,Calsyntenin-2 levels,calsyntenin-3 measurement,EFO:0802363,http://www.ebi.ac.uk/efo/EFO_0802363,0.664,None
GCST90246824,"Calcium/calmodulin-dependent 3,5-cyclic nucleotide phosphodiesterase 1A levels","calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A measurement",EFO:0802359,http://www.ebi.ac.uk/efo/EFO_0802359,0.759,None
GCST90246825,Calcium/calmodulin-dependent protein kinase type 1 levels,calcium/calmodulin-dependent protein kinase type 1 measurement,EFO:0008062,http://www.ebi.ac.uk/efo/EFO_0008062,0.783,None
GCST90246826,Calcium/calmodulin-dependent protein kinase type 1D levels,calcium/calmodulin-dependent protein kinase type 1D measurement,EFO:0008063,http://www.ebi.ac.uk/efo/EFO_0008063,0.802,None
GCST90246977,CCAAT/enhancer-binding protein alpha levels,"acute myeloid leukemia, CEBPA gene mutation",MONDO:0100414,http://purl.obolibrary.org/obo/MONDO_0100414,0.852,None
GCST90246978,CCAAT/enhancer-binding protein beta levels,"acute myeloid leukemia, CEBPA gene mutation",MONDO:0100414,http://purl.obolibrary.org/obo/MONDO_0100414,0.757,None
GCST90246979,Adenosine deaminase CECR1 levels,adenosine deaminase measurement,EFO:0010761,http://www.ebi.ac.uk/efo/EFO_0010761,0.658,None
GCST90246980,Protein CEI levels,protein CEI measurement,EFO:0801936,http://www.ebi.ac.uk/efo/EFO_0801936,0.819,None
GCST90246981,Cell adhesion molecule 1 levels,adhesion factor,EFO:0004521,http://www.ebi.ac.uk/efo/EFO_0004521,0.876,None
GCST90246982,Cell adhesion molecule 2 levels,adhesion factor,EFO:0004521,http://www.ebi.ac.uk/efo/EFO_0004521,0.874,None
GCST90246983,Cell adhesion molecule 3 levels,adhesion factor,EFO:0004521,http://www.ebi.ac.uk/efo/EFO_0004521,0.874,None
GCST90246984,Centromere protein V levels,centromere protein W measurement,EFO:0802387,http://www.ebi.ac.uk/efo/EFO_0802387,0.658,None
GCST90246985,Centromere protein W levels,centromere protein W measurement,EFO:0802387,http://www.ebi.ac.uk/efo/EFO_0802387,0.722,None
GCST90246986,Centrin-3 levels,centrin-2 measurement,EFO:0801464,http://www.ebi.ac.uk/efo/EFO_0801464,0.51,None
GCST90246987,Cerberus levels,Farber lipogranulomatosis,MONDO:0009218,http://purl.obolibrary.org/obo/MONDO_0009218,0.379,None
GCST90246988,Ceruloplasmin levels,aceruloplasminemia,MONDO:0011426,http://purl.obolibrary.org/obo/MONDO_0011426,0.744,None
GCST90246989,Bombesin receptor-activated protein C6orf89 levels,bombesin receptor-activated protein C6orf89 measurement,EFO:0801428,http://www.ebi.ac.uk/efo/EFO_0801428,0.886,None
GCST90246990,Complement factor B levels,complement factor B measurement,EFO:0008096,http://www.ebi.ac.uk/efo/EFO_0008096,0.881,None
GCST90246991,Complement factor D levels,complement factor D measurement,EFO:0020283,http://www.ebi.ac.uk/efo/EFO_0020283,0.885,None
GCST90246992,Complement factor H levels,complement factor H measurement,EFO:0008097,http://www.ebi.ac.uk/efo/EFO_0008097,0.884,None
GCST90246993,Complement factor H-related protein 1 levels,complement factor H-related protein 1 measurement,EFO:0600054,http://www.ebi.ac.uk/efo/EFO_0600054,0.777,None
GCST90246994,Complement factor H-related protein 2 levels,complement factor H-related protein 2 measurement,EFO:0600055,http://www.ebi.ac.uk/efo/EFO_0600055,0.777,None
GCST90246995,Complement factor H-related protein 4 levels,complement factor H-related protein 4 measurement,EFO:0600091,http://www.ebi.ac.uk/efo/EFO_0600091,0.78,None
GCST90246996,Complement factor H-related protein 5 levels,complement factor H-related protein 5 measurement,EFO:0008098,http://www.ebi.ac.uk/efo/EFO_0008098,0.781,None
GCST90246997,Complement factor I levels,complement factor I measurement,EFO:0008099,http://www.ebi.ac.uk/efo/EFO_0008099,0.881,None
GCST90246998,Chromogranin-A levels,chromogranin-A measurement,EFO:0022021,http://www.ebi.ac.uk/efo/EFO_0022021,0.633,None
GCST90246999,Chondroitin sulfate N-acetylgalactosaminyltransferase 2 levels,chondroitin sulfate N-acetylgalactosaminyltransferase 2 measurement,EFO:0801473,http://www.ebi.ac.uk/efo/EFO_0801473,0.889,None
GCST90247000,Choriogonadotropin subunit beta variant 2 levels,choriogonadotropin subunit beta variant 2 measurement,EFO:0802396,http://www.ebi.ac.uk/efo/EFO_0802396,0.923,None
GCST90247001,"cGMP-dependent 3,5-cyclic phosphodiesterase levels","cGMP-dependent 3',5'-cyclic phosphodiesterase measurement",EFO:0802391,http://www.ebi.ac.uk/efo/EFO_0802391,0.699,None
GCST90247002,Cell growth regulator with EF hand domain protein 1 levels,cell growth regulator with EF hand domain protein 1 measurement,EFO:0801461,http://www.ebi.ac.uk/efo/EFO_0801461,0.925,None
GCST90247003,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial levels","coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial measurement",EFO:0801483,http://www.ebi.ac.uk/efo/EFO_0801483,0.735,None
GCST90247004,Chromodomain-helicase-DNA-binding protein 7 levels,chromodomain-helicase-DNA-binding protein 7 measurement,EFO:0802397,http://www.ebi.ac.uk/efo/EFO_0802397,0.668,None
GCST90247005,E3 ubiquitin-protein ligase CHFR levels,E3 ubiquitin-protein ligase CHIP measurement,EFO:0021904,http://www.ebi.ac.uk/efo/EFO_0021904,0.653,None
GCST90247006,Chitinase-3-like protein 1 levels,YKL40 measurement,EFO:0004869,http://www.ebi.ac.uk/efo/EFO_0004869,0.723,None
GCST90247007,Chitinase-3-like protein 2 levels,YKL40 measurement,EFO:0004869,http://www.ebi.ac.uk/efo/EFO_0004869,0.694,None
GCST90247008,Acidic mammalian chitinase levels,vulvar neoplasm,MONDO:0021049,http://purl.obolibrary.org/obo/MONDO_0021049,0.469,None
GCST90247009,E3 ubiquitin-protein ligase CHIP levels,E3 ubiquitin-protein ligase CHIP measurement,EFO:0021904,http://www.ebi.ac.uk/efo/EFO_0021904,0.862,None
GCST90247010,Chitotriosidase-1 levels,chitotriosidase deficiency,EFO:0022489,http://www.ebi.ac.uk/efo/EFO_0022489,0.822,None
GCST90247011,Choline/ethanolamine kinase levels,ethanolamine kinase 1 measurement,EFO:0802532,http://www.ebi.ac.uk/efo/EFO_0802532,0.779,None
GCST90247012,Charged multivesicular body protein 2a levels,charged multivesicular body protein 3 measurement,EFO:0801469,http://www.ebi.ac.uk/efo/EFO_0801469,0.834,None
GCST90247013,Charged multivesicular body protein 2b levels,charged multivesicular body protein 3 measurement,EFO:0801469,http://www.ebi.ac.uk/efo/EFO_0801469,0.833,None
GCST90247014,Charged multivesicular body protein 3 levels,charged multivesicular body protein 3 measurement,EFO:0801469,http://www.ebi.ac.uk/efo/EFO_0801469,0.911,None
GCST90247015,Cholinesterase levels,butyrylcholinesterase measurement,EFO:0004571,http://www.ebi.ac.uk/efo/EFO_0004571,0.643,None
GCST90247016,Chondroadherin levels,chondroadherin measurement,EFO:0802393,http://www.ebi.ac.uk/efo/EFO_0802393,0.845,None
GCST90247017,Chondrocalcin levels,chondrocalcinosis,MONDO:0001314,http://purl.obolibrary.org/obo/MONDO_0001314,0.843,None
GCST90247018,Calcineurin B homologous protein 1 levels,calcineurin B homologous protein 1 measurement,EFO:0802353,http://www.ebi.ac.uk/efo/EFO_0802353,0.898,None
